id,name,city,country,operator,source,latitude,longitude
wd_Q21888105,Egyházasrádóc vasútállomás,Egyházasrádóc,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,47.090958,16.619707
wd_Q22075991,Egyházerdő megállóhely,Tiszavasvári,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.972497222,21.364977777
wd_Q22047686,Előhát megállóhely,Kunhegyes,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.363366,20.654018
wd_Q102108190,Előszállás megállóhely,Előszállás,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.832694444,18.832333333
wd_Q22074428,Emőd vasútállomás,Emőd,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.930805555,20.822694444
wd_Q21890486,Enese vasútállomás,Enese,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,47.644153,17.424845
wd_Q116978610,Enying vasútállomás,Enying,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.922909,18.257956
wd_Q22056401,Eperjeske alsó megállóhely,Eperjeske,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.36057,22.190169
wd_Q116978612,Eperjeske-Rendező vasútállomás,Tiszabezdéd,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.354706,22.167988
wd_Q116978611,Eperjeske-Átrakó vasútállomás,Tuzsér,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.340070103,22.142830726
wd_Q21876816,Eplény vasútállomás,Eplény,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.192676,17.921458
wd_Q21876975,Ercsi vasútállomás,Ercsi,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.247183,18.875488
wd_Q88655700,Erdei iskola,Budapest,Hungary,Budapesti Közlekedési Zrt.,Wikidata,47.507277777,18.994555555
wd_Q22074886,Erdőbénye megállóhely,Szegilong,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.218086111,21.401902777
wd_Q21869589,Erdőkertes megállóhely,Veresegyház,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.66222,19.295896
wd_Q22039039,Erdőszél megállóhely,Kunfehértó,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.329369,19.394855
wd_Q22047688,Erdőtelek megállóhely,Erdőtelek,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.683177,20.302442
wd_Q19960780,Esztergom vasútállomás,Esztergom,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.7781762,18.7432699
wd_Q19960778,Esztergom-Kertváros vasútállomás,Esztergom,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.742946,18.717734
wd_Q19960779,Esztergom-Tábor megállóhely,Esztergom-Kertváros,Hungary,,Wikidata,47.750083333,18.729555555
wd_Q26833720,Ete megállóhely,Ete,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.515669444,18.078111111
wd_Q21996765,Eternitgyár megállóhely,Nyergesújfalu,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.755472,18.529966
wd_Q21924840,Farmos megállóhely,Farmos,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.355384,19.837427
wd_Q21890488,Farád megállóhely,Farád,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,47.59601,17.196109
wd_Q22053977,Fegyvernek-Örményes vasútállomás,Örményes,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.194404,20.557638
wd_Q22086182,Fehérgyarmat vasútállomás,Fehérgyarmat,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.978838888,22.524311111
wd_Q102144277,Fehérvárcsurgó megállóhely,Fehérvárcsurgó,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.285888888,18.291888888
wd_Q116978613,Feketebézseny megállóhely,,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.719635,17.579186
wd_Q116978614,Feketehalom megállóhely,,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.604065,19.329415
wd_Q30308612,Feldebrő megállóhely,Feldebrő,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.811303,20.218782
wd_Q57315248,Felsőbogátpuszta megállóhely,Segesd,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.356222222,17.37875
wd_Q26844525,Felsőgalla vasútállomás,Tatabánya,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.551847222,18.448677777
wd_Q21866911,Felsőgöd megállóhely,Göd,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.705479,19.143212
wd_Q22115936,Felsőjánosfa megállóhely,Felsőjánosfa,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.841397222,16.543625
wd_Q116978615,Felsőkörtvélyes megállóhely,,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.939599,18.595898
wd_Q21876153,Felsőlajos megállóhely,Felsőlajos,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.069044,19.498275
wd_Q22121914,Felsőmocsolád megállóhely,Felsőmocsolád,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.559263888,17.821638888
wd_Q22086725,Felsőméntelek megállóhely,Lajosmizse,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.987016666,19.557847222
wd_Q21876077,Felsőpakony megállóhely,Felsőpakony,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.343195,19.230579
wd_Q22117616,Felsőrajk vasútállomás,Felsőrajk,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.666988888,16.982738888
wd_Q22071383,Felsőzsolca vasútállomás,Felsőzsolca,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.08365,20.866088888
wd_Q21870140,Fenyveshegy megállóhely,Verőce,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.818176,19.068332
wd_Q22117188,Fenékpuszta megállóhely,Keszthely,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.711738888,17.248758333
wd_Q601096,Ferenciek tere,Budapest V. kerülete,Hungary,,Wikidata,47.4932,19.0558
wd_Q116978617,Ferencváros Keleti rendező vasútállomás,Budapest IX. kerülete,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.464805555,19.091416666
wd_Q116978618,Ferencváros Nyugati rendező vasútállomás,Budapest IX. kerülete,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.459702975,19.094736161
wd_Q1000474,Ferencváros vasútállomás,Budapest,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.468583333,19.088555555
wd_Q3096424,Ferihegy megállóhely,Budapest XVIII. kerülete,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.4374,19.2237
wd_Q21890498,Fertőboz vasútállomás,Fertőboz,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,47.625126,16.691552
wd_Q21876825,Fertőszentmiklós vasútállomás,Fertőszentmiklós,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,47.599783,16.8598
wd_Q21890523,Fertőszéplak-Fertőd megállóhely,Fertőd,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,47.61803,16.85067
wd_Q16507989,Filatorigát,Budapest III. kerülete,Hungary,MÁV-HÉV Helyiérdekű Vasút Zrt.,Wikidata,47.551867,19.046255
wd_Q22121260,Fityeház megállóhely,Fityeház,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.379105555,16.921525
wd_Q116978619,Folyás megállóhely,Folyás,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.80287,21.138701
wd_Q22075343,Fony megállóhely,Vilmány,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.410952777,21.242366666
wd_Q21876865,Fonyód vasútállomás,Fonyód,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.749658333,17.556433333
wd_Q21877045,Fonyódliget megállóhely,Fonyód,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.759227777,17.592555555
wd_Q2632101,Forgách utca,Budapest XIII. kerülete,Hungary,,Wikidata,47.538333333,19.069166666
wd_Q22071391,Forró-Encs vasútállomás,Encs,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.327541,21.117719
wd_Q26833681,Franciavágás vasútállomás,Ugod,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.348558333,17.637391666
wd_Q22045697,Fábiánsebestyén megállóhely,Fábiánsebestyén,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.670018,20.456555
wd_Q21997761,Fácánkert megállóhely,Fácánkert,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.448891,18.735761
wd_Q22046608,Fényes megállóhely,Békéscsaba,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.659985,21.165673
wd_Q22054873,Fényeslitke vasútállomás,Fényeslitke,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.26742,22.107196
wd_Q116978616,Fényeslitke-Déli rendező vasútállomás,Fényeslitke,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.281323,22.113125
wd_Q21869571,Fót vasútállomás,Fót,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.611363,19.181819
wd_Q21869576,Fótfürdő megállóhely,Fót,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.621735,19.200763
wd_Q21869574,Fótújfalu megállóhely,Fót,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.614973,19.19283
wd_Q116978620,Földeák vasútállomás,Földeák,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.313747,20.488309
wd_Q22091792,Fövenyes megállóhely,Balatonakali,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.893536111,17.789633333
wd_Q22091043,Füle megállóhely,Füle,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.050058333,18.255769444
wd_Q22031502,Fülöpszállás vasútállomás,Fülöpszállás,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.821162,19.246884
wd_Q22044083,Fürjes megállóhely,Békéscsaba,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.672361,21.023416
wd_Q21877063,Füzesabony vasútállomás,Füzesabony,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.750706,20.412697
wd_Q22074497,Füzesbokor megállóhely,Nyíregyháza,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.988797222,21.647566666
wd_Q22046811,Füzesgyarmat vasútállomás,Füzesgyarmat,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.113059,21.194255
wd_Q22046809,Füzesgyarmatfürdő megállóhely,Füzesgyarmat,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.093667,21.201592
wd_Q3092987,Fővám tér,Budapest,Hungary,,Wikidata,47.4871,19.0575
005519001,GYŐR,Győr,Hungary,MÁV,known_stations,,
wd_Q22086222,Gacsály megállóhely,Gacsály,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.926325,22.745111111
wd_Q119451079,Gajdospuszta megállóhely,Hódmezővásárhely,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,,
wd_Q22039101,Galambos vasútállomás,Petőfiszállás,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.625185,19.801195
wd_Q22025883,Galgaguta megállóhely,Galgaguta,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.846333,19.386148
wd_Q22025888,Galgagyörk megállóhely,Galgagyörk,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.735322,19.372163
wd_Q21877019,Galgahévíz megállóhely,Galgahévíz,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.632436,19.558486
wd_Q22025880,Galgamácsa vasútállomás,Galgamácsa,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.694071,19.392509
wd_Q22093498,Gecse-Gyarmat vasútállomás,Gecse,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.456227777,17.515122222
wd_Q22117385,Gelse vasútállomás,Gelse,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.600336111,16.982669444
wd_Q22117634,Gencsapáti alsó megállóhely,Gencsapáti,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,47.285808333,16.600108333
wd_Q22117635,Gencsapáti felső megállóhely,Gencsapáti,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,47.299491666,16.593763888
wd_Q26833675,Gic-Hathalom megállóhely,Gic,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.427991666,17.747963888
wd_Q21998894,Godisa vasútállomás,Mindszentgodisa,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.223298,18.104705
wd_Q22075332,Golop megállóhely,Tállya,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.242502777,21.204727777
wd_Q123478590,Gumigyár,Budapest VIII. kerülete,Hungary,Budapesti Közlekedési Zrt.,Wikidata,47.499701111,19.098118376
wd_Q22116528,Gutorfölde vasútállomás,Gutorfölde,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.646886111,16.739955555
wd_Q22117165,Gyenesdiás megállóhely,Gyenesdiás,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.763305555,17.292430555
wd_Q21877077,Gyoma vasútállomás,Gyomaendrőd,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.927224,20.820879
wd_Q22045707,Gyopárosfürdő megállóhely,Orosháza,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.567716,20.630574
wd_Q21877075,Gyula vasútállomás,Gyula,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.6564,21.273342
wd_Q116978629,Gyula-Jánoszug megállóhely,Gyula,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.659295,21.210324
wd_Q22046610,Gyulai városerdő megállóhely,Gyula,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.694878,21.322777
wd_Q21875995,Gyál felső megállóhely,Gyál,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.389404,19.205784
wd_Q21876032,Gyál vasútállomás,Gyál,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.375965,19.220213
wd_Q19862682,Gyékényes vasútállomás,Zákány,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.249361111,16.95525
wd_Q21876118,Gyón megállóhely,Dabas,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.180649,19.351379
wd_Q116978624,Gyökérkút megállóhely,,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.617651,21.006145
wd_Q21924521,Gyömrő vasútállomás,Gyömrő,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.429632,19.393939
wd_Q22093497,Gyömöre vasútállomás,Gyömöre,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.485288888,17.558777777
wd_Q22093496,Gyömöre-Tét megállóhely,Gyömöre,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.501625,17.55955
wd_Q22002200,Gyöngyfa-Magyarmecske megállóhely,Királyegyháza,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,45.983009,17.956922
wd_Q21877062,Gyöngyös vasútállomás,Gyöngyös,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.783101,19.937274
wd_Q22117632,Gyöngyösfalu megállóhely,Gyöngyösfalu,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,47.316430555,16.588586111
wd_Q22039310,Gyöngyöshalász megállóhely,Gyöngyöshalász,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.744313,19.932386
wd_Q22140083,Gyöngyöshermán megállóhely,Szombathely,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,47.202855555,16.657227777
wd_Q2981913,Gyöngyösi utca,Budapest XIII. kerülete,Hungary,,Wikidata,47.549166666,19.073333333
wd_Q22056391,Gyüre megállóhely,Gyüre,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.171516,22.269244
wd_Q3096600,Győr vasútállomás,Győr,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.682,17.634
wd_Q116978625,Győr-GYSEV vasútállomás,Győr,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,47.67239,17.62991
wd_Q21876804,Győr-Gyárváros megállóhely,Győr,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.684512,17.663511
wd_Q116978627,Győr-Rendező vasútállomás,Győr,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.685718,17.645142
wd_Q21886090,Győrasszonyfa megállóhely,Győrasszonyfa,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.494036,17.79893
wd_Q47523398,Győri ipartelepek megállóhely,Győr,Hungary,,Wikidata,47.6845,17.664611111
wd_Q21876805,Győrszabadhegy vasútállomás,Győr,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.663385,17.648203
wd_Q22093494,Győrszemere vasútállomás,Győrszemere,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.567166666,17.584658333
wd_Q21876929,Győrszentiván vasútállomás,Győr,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.688769,17.746093
wd_Q22078560,Győrtelek alsó megállóhely,Győrtelek,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.921063888,22.443386111
wd_Q22078559,Győrtelek megállóhely,Győrtelek,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.936847222,22.424730555
wd_Q22140055,Győrvár megállóhely,Győrvár,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,46.989730555,16.842155555
wd_Q22045703,Gádoros vasútállomás,Gádoros,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.656626,20.588242
wd_Q21876957,Gárdony vasútállomás,Gárdony,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.205996,18.624723
wd_Q22043404,Gátér megállóhely,Gátér,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.685021,19.9623
wd_Q116978621,Gávavencsellő megállóhely,,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,,
wd_Q22054865,Gégény megállóhely,Gégény,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.128662,21.952557
wd_Q22117131,Gógánfa megállóhely,Gógánfa,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.021166666,17.207666666
wd_Q21866910,Göd vasútállomás,Göd,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.687847,19.137473
wd_Q25840220,Gödöllő,Gödöllő,Hungary,MÁV-HÉV Helyiérdekű Vasút Zrt.,Wikidata,47.593586111,19.357683333
wd_Q11703145,Gödöllő vasútállomás,Gödöllő,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.5924,19.3589
wd_Q25849447,"Gödöllő, Erzsébet park",Gödöllő,Hungary,MÁV-HÉV Helyiérdekű Vasút Zrt.,Wikidata,47.595097222,19.341183333
wd_Q25849642,"Gödöllő, Palotakert",Gödöllő,Hungary,MÁV-HÉV Helyiérdekű Vasút Zrt.,Wikidata,47.5986045,19.3567712
wd_Q25849634,"Gödöllő, Szabadság tér",Gödöllő,Hungary,MÁV-HÉV Helyiérdekű Vasút Zrt.,Wikidata,47.5978,19.348205555
wd_Q22022519,Gödöllő-Állami telepek megállóhely,Gödöllő,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.564312,19.375561
wd_Q22075347,Gönc megállóhely,Gönc,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.470525,21.261575
wd_Q22075346,Göncruszka megállóhely,Göncruszka,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.445402777,21.247069444
wd_Q2632500,Göncz Árpád városközpont,Budapest XIII. kerülete,Hungary,,Wikidata,47.5325,19.066666666
wd_Q116978622,Gönyű vasútállomás,Győr,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.730667,17.767986
wd_Q116978623,Görénypuszta megállóhely,,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.791764,21.850434
wd_Q22074495,Görögszállás vasútállomás,Nyírtelek,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.039819444,21.555244444
wd_Q119265765,Hagymás megállóhely,http://www.wikidata.org/.well-known/genid/ec3b441b1e608bca1acc5be0af54c5b3,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,,
wd_Q116978630,Hajdúbagos megállóhely,,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.402818,21.662534
wd_Q22075978,Hajdúböszörmény vasútállomás,Hajdúböszörmény,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.668780555,21.524047222
wd_Q22075982,Hajdúdorog vasútállomás,Hajdúdorog,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.805377777,21.493119444
wd_Q22054786,Hajdúhadház vasútállomás,Hajdúhadház,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.686794,21.679314
wd_Q22075980,Hajdúnánás vasútállomás,Hajdúnánás,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.831852777,21.427605555
wd_Q22075981,Hajdúnánás-Vásártér megállóhely,Hajdúnánás,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.8428,21.407586111
wd_Q22075974,Hajdúszentgyörgy megállóhely,Debrecen,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.608158333,21.578430555
wd_Q22053991,Hajdúszoboszló vasútállomás,Hajdúszoboszló,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.429305,21.40695
wd_Q22077099,Hajdúsámson vasútállomás,Hajdúsámson,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.608072222,21.754847222
wd_Q22075977,Hajdúvid megállóhely,Hajdúböszörmény,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.7486,21.508236111
wd_Q22115172,Hajmáskér vasútállomás,Hajmáskér,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.141008333,18.009544444
wd_Q116978632,Hajmáskér-Újtelep megállóhely,,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.147786,18.039239
wd_Q22074507,Hajnalos megállóhely,Tiszalök,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.998866666,21.414586111
wd_Q116978633,Halesz megállóhely,Kiskunfélegyháza,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.674265,19.822611
wd_Q22093495,Halipuszta megállóhely,Felpéc,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.520188888,17.560591666
wd_Q22071388,Halmaj vasútállomás,Halmaj,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.246022,20.99108
wd_Q22076764,Haláp megállóhely,Debrecen,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.521644444,21.818738888
wd_Q22227364,Halászlak megállóhely,Szarvas,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.911194444,20.562452777
wd_Q22138762,Hanság-Nagyerdő megállóhely,Jánossomorja,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,47.741141666,17.189111111
wd_Q22138761,Hanságliget megállóhely,Jánossomorja,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,47.719991666,17.215491666
wd_Q21888110,Haris megállóhely,Szentgotthárd,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,46.96463,16.282403
wd_Q28686073,Harka vasútállomás,Harka,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,47.641555555,16.619111111
wd_Q22039095,Harkakötöny vasútállomás,Harkakötöny,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.458574,19.601938
wd_Q116978634,Harkány vasútállomás,Harkány,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,45.854725,18.224757
wd_Q102244174,Harta megállóhely,Harta,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.695472222,19.041166666
wd_Q5191800,Hatvan vasútállomás,Hatvan,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.662888,19.672186
wd_Q116978635,Hatvan-Rendező vasútállomás,Hatvan,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.65145,19.66283
wd_Q33184558,Határ út,Budapest IX. kerülete,Hungary,,Wikidata,47.443574,19.095804
wd_Q553145,Hegyeshalom vasútállomás,Hegyeshalom,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.9125,17.1481
wd_Q22138345,Hegyfalu vasútállomás,Hegyfalu,Hungary,Győr–Sopron–Ebenfurti Vasút,Wikidata,47.357838888,16.898419444
wd_Q22075345,Hejce-Vilmány megállóhely,Vilmány,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.419288888,21.245508333
wd_Q102246189,Hejőbába-Hejőpapi megállóhely,Hejőbába,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.9095,20.916388888
wd_Q22041483,Hejőkeresztúr vasútállomás,Hejőkeresztúr,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.960367,20.869678
wd_Q102246120,Hejőszalonta megállóhely,Hejőszalonta,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.937111111,20.893194444
wd_Q102243321,Helvécia vasútállomás,Helvécia,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.855944444,19.616055555
wd_Q21876896,Herceghalom vasútállomás,Herceghalom,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.493876,18.744893
wd_Q22116493,Herend vasútállomás,Herend,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.137033333,17.760719444
wd_Q116978636,Herminatanya vasútállomás,Buj,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.11579,21.65682
wd_Q21876148,Hernád megállóhely,Újhartyán,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.161394,19.401682
wd_Q22074407,Hernádnémeti-Bőcs vasútállomás,Bőcs,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.051508333,20.985308333
wd_Q22071394,Hernádszurdok megállóhely,Hernádszurdok,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.486775,21.213569444
wd_Q21998904,Hetvehely megállóhely,Hetvehely,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.128242,18.044984
wd_Q36463378,Hetényegyháza alsó megállóhely,Kecskemét,Hungary,,Wikidata,46.9325049,19.567964
wd_Q22086730,Hetényegyháza vasútállomás,Kecskemét,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.930897222,19.59495
wd_Q22047687,Heves vasútállomás,Heves,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.609384,20.306192
wd_Q22047679,Hevesvezekény megállóhely,Hevesvezekény,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.561788,20.366394
wd_Q21998441,Hidas-Bonyhád vasútállomás,Hidas,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.269096,18.523309
wd_Q12814599,Hidasnémeti vasútállomás,Hidasnémeti,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,48.5083,21.2297
wd_Q22077182,Hodász vasútállomás,Hodász,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,47.896188888,22.213755555
wd_Q22061503,Homok megállóhely,Tiszaföldvár,Hungary,MÁV Magyar Államvasutak Zrt.,Wikidata,46.945817,20.269467
